Labels,Text,Text_Tag
5,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",gambling
3,Republican candidate for Georgia governor dabbled in birther conspiracy theories.,obama-birth-certificate
5,"Says New Jersey has gained 143,000 new private-sector jobs.",jobs
2,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,"economy,stimulus,transportation"
4,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,"candidates-biography,elections,message-machine"
2,Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,financial-regulation
2,"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion.","government-efficiency,housing"
0,Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,"crime,immigration"
4,Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,"government-efficiency,state-budget"
2,"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.","federal-budget,state-budget,taxes"
0,I dont think Ive ever hired an illegal in my life.,immigration
4,Says Obama sent $450 million to China to build a wind farm in Texas.,"china,jobs,message-machine-2012,stimulus"
5,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.,"children,city-government"
3,"George Allen voted to end Pell Grants for 84,000 students.",education
4,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,"education,islam"
3,Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,immigration
2,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.","economy,income,jobs,state-budget"
0,We went from $160 billion deficit spending in (President George W.) Bushs last year to $1.6 trillion the following year.,"debt,deficit,economy,federal-budget"
0,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,"environment,water"
2,Says President Barack Obama did not come into office with the economy in a free fall.,economy
2,"Says Rick Scotts proposed budget would lay off 20,000 teachers.","education,state-budget"
0,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,"Alcohol,legal-issues"
3,There are no tax increases in this debt limit bill. Period.,"federal-budget,taxes"
1,[State Rep. Doug McKillips] donors deserve a refund.,"campaign-finance,elections"
0,"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets.",guns
0,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state.","criminal-justice,states"
1,On changing the rules for filibusters on presidential nominees,congressional-rules
0,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,campaign-finance
2,Over half of the foreign-born population in Rhode Island is white.,"census,immigration"
2,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",economy
5,"Every year tobacco kills more Americans than did World War II more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",consumer-safety
2,"We borrow $4 billion every single day, much of it from China.","china,debt,economy,federal-budget,foreign-policy,message-machine-2012"
3,"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.","economy,jobs"
2,"Last election, the Koch brothers spent three times what the top 10 unions spent combined.",campaign-finance
3,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,"corrections-and-updates,health-care,legal-issues,taxes"
2,"John McCain says he never supported the privatization of Social Security, even though video shows he did.",social-security
1,Say Bernie Sanders won Nevada after all.,elections
3,"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.","federal-budget,job-accomplishments"
2,"Every dropout costs us $72,000 for the life of that person.","economy,education,taxes"
1,Says Donald Trump is going to go out and carpet bomb the Middle East.,"foreign-policy,human-rights,iraq,military,terrorism"
0,"Most Americans want traditional marriage, as defined by the Defense of Marriage Act.","families,gays-and-lesbians"
4,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.","education,state-budget"
1,We are bogged down in a war that John McCain now suggests might go on for another 100 years.,iraq
5,"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",federal-budget
0,Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.,"human-rights,immigration,israel,abc-news-week"
0,"NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.","jobs,trade"
2,"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast.",energy
2,On running for Senate if Jim Webb retires.,elections
0,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts.","deficit,federal-budget"
1,"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.","criminal-justice,job-accomplishments,state-budget,state-finances"
1,Ive either balanced every budget or we turned back a surplus.,"county-budget,criminal-justice"
0,One Texas city has a law that says that women can only have six dildos.,"sexuality,states,supreme-court"
0,The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.,redistricting
3,"When you look at the number of crashes before the cameras were installed compared to after, theyre virtually the same.","public-safety,transportation"
3,Our median income here in Providence is the same as the median income in Mississippi.,"economy,income,poverty"
3,U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.,abortion
0,Paul Ryans Medicare plan provides pretty much the same coverage that members of Congress receive.,"congress,medicare,new-hampshire-2012"
5,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.",criminal-justice
1,Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.,"social-security,taxes,voting-record"
0,"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",immigration
0,Says Hillary Clinton gave up 20 percent of Americas uranium supply to Russia.,"energy,foreign-policy,military,nuclear"
3,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.","corporations,corrections-and-updates,education,income,workers"
3,"On average, college students are taking six years to get a four-year degree.","debt,education,jobs"
1,In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.,"education,health-care,public-health"
1,Medicare will be bankrupt in nine years.,medicare
2,"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.","jobs,states"
2,Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary.,"foreign-policy,nuclear"
1,"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.","health-care,legal-issues,supreme-court"
5,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,iraq
5,"Says the State Department spent $630,000 to get 2 million Facebook Likes.",deficit
2,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.","candidates-biography,education,state-budget"
2,We now have our kids go to school about a month less than most other advanced countries.,education
2,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",government-efficiency
3,I had the longest judicial vacancy in the history of the United States.,"candidates-biography,history,job-accomplishments,legal-issues,supreme-court"
3,"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire.",education
5,The average unemployed American has been out of work for almost 40 weeks.,"economy,jobs,pundits"
5,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""","candidates-biography,elections,message-machine"
1,Hillary Clintons international travels included no serious diplomacy.,foreign-policy
3,"Says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. Soon Id helped ensure that everyone in North Florida could access a dial tone.","elections,message-machine"
2,This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,"education,state-budget,state-finances"
3,Says the high-speed rail project provides short-term jobs.,"jobs,stimulus,transportation"
5,Polls showHillary Clinton wins every time with Donald Trump as her opponent.,polls
1,Says Peter Kilmartin has only three years experience in his own law practice.,candidates-biography
2,"During my administration, funding for education has increased by over $930 million.","education,state-budget"
0,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist.","candidates-biography,ethics"
1,Says Daniel Webster thinks wives should submit to their husbands.,"candidates-biography,marriage,message-machine"
0,Says he fought for the repeal of a septic tank inspection program after Tallahassee pulled a fast one.,"environment,message-machine-2012"
0,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,"economy,job-accomplishments,jobs,poverty,workers"
4,The new Hartsfield-Jackson international terminal was on time and on budget.,transportation
0,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.","education,income,taxes,wealth"
1,Sheldon Whitehouse and 18 other senators voted to censor the internet.,criminal-justice
3,We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.,"economy,infrastructure,jobs"
1,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,"jobs,labor"
1,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.",iraq
1,The City of Milwaukee uses the building inspection area as a revenue base.,city-budget
3,The cost ofa gas tank fill-up has risen$30 sinceBarack Obama became president.,"energy,gas-prices"
0,College tuition costs have risen by 25 percent under the Democrats.,"education,message-machine-2012"
4,"Obama said troops ""whine about bearing the costs"" of going to war.","military,veterans"
3,Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.,financial-regulation
3,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.,"deficit,federal-budget"
4,"Says Barack Obama said, If we keep talking about the economy, were going to lose.","economy,message-machine-2012"
4,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.,"candidates-biography,corrections-and-updates"
0,We have the highest funding in (the) K-12 system in the history of the state.,"education,state-budget"
4,Says Ted Cruzsaid I was in favor in Libya. I never discussed that subject.,foreign-policy
2,"With the auto rescue, President Barack Obama saved more than 1 million middle-class jobs all across America, including more than 28,000 in Wisconsin.","federal-budget,jobs,transportation,workers"
2,Says Barack Obama has the worst record of any president when it comes to putting America deeper in debt.,"debt,history"
0,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities.","economy,jobs,message-machine-2012"
5,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",energy
4,Says there was a NATO base in Turkey being under attack by terrorists.,"foreign-policy,terrorism"
5,"In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined.","abortion,health-care,women"
1,EPA wants to regulate the family BBQ.,"environment,food-safety,government-regulation"
4,Barack Hussein Obama will force doctors to assist homosexuals in buying surrogate babies.,"gays-and-lesbians,health-care,religion"
1,"He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens.","afghanistan,iraq"
2,One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.,"federal-budget,stimulus,transportation"
5,"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.","education,labor"
0,"Says that while President Barack Obama promised to work with your employer to lower your premiums by $2,500 per family per year, his health care law raises premiums in the individual market by $2,100 per family.","health-care,message-machine-2012"
2,Says Newt Gingrich is responsible for the gridlocked politics of Washington.,"bipartisanship,history"
2,"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined.","campaign-finance,drugs,elections"
4,"As part of efforts to rein in protesters, Republicans in Wisconsin have bolted windows inside the Capitol shut.","labor,state-budget"
5,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.,iraq
2,Says comprehensive immigration reform will add $700 billion to our economy.,"economy,immigration"
5,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.,taxes
5,Our businesses have created jobs every single month since (Obamacare) became law.,"economy,health-care,jobs"
3,Says Bernie Sanders voted for regime change with respect to Libya.,"debates,foreign-policy,terrorism"
3,"If you ask how many times did Ronald Reagan attend a fundraiser when he ran for re-election in 1984, the answer is eight times. If you say how many times did Barack Obama attend a fundraiser in 2012, the answer is 228 times.",campaign-finance
0,Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.,elections
2,"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines.""","stimulus,veterans"
3,TheHousebudget plan proposes the largest discretionary spending cut in history.,"federal-budget,history"
0,Ted Cruz is unknown to the vast majority of Texans.,"candidates-biography,polls"
2,"Says Anthropology is a STEM (science, technology, engineering, math) field.","education,science"
1,"When news broke that Ferguson 18-year-old Michael Brown was a suspect in a robbery, MSNBC practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation.","criminal-justice,transparency"
4,"People ""can't go fishing anymore because of Obama.""","environment,pundits,recreation,science"
5,Congressional Budget Office says 8 (percent) unemployment till 2014!,"economy,jobs"
1,Says top Clinton advisers were pressing birther movement stories very hard.,obama-birth-certificate
2,Things like having Friday classes have been shown to be very effective on college campuses in reducing drinking.,"Alcohol,education"
0,"Walmart employees receive roughly $5,800 in public assistance per year.","welfare,workers"
2,"When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.","education,state-budget,state-finances"
2,"As Virginias governor, Allen cut spending and waste with bipartisan support.","job-accomplishments,market-regulation,state-budget"
1,My position hasnt changed on using executive authority to address immigration issues.,"immigration,legal-issues"
1,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit.","labor,state-budget,unions"
5,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,"congress,education,federal-budget"
5,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",immigration
2,"The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' ",religion
2,"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.","economy,government-regulation,income,labor,poverty,small-business,wealth,workers"
0,Dan Gelbers employment by BPs law firm could disqualify him from representing Florida against BP as Attorney General.,"candidates-biography,legal-issues,oil-spill"
1,The congressional district for Miami-Dade and Broward counties has a staggering drop-out rate of almost 61 percent.,"children,education"
3,I was never against same-sex marriage.,marriage
4,Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.,"labor,state-budget"
2,You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.,"crime,guns"
0,"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.","education,state-budget"
4,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.","small-business,taxes"
2,Michael Dukakis created jobs three times faster than Mitt Romney.,jobs
4,Our children do not spend any time in school learning about our own U.S. Constitution.,education
3,"Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans.",elections
1,"Every time weve cut taxes, revenues have gone up, the economy has grown.","economy,federal-budget,taxes,abc-news-week"
5,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,"campaign-finance,workers"
1,Says that President Barack Obama said an attack on Syria was going to be a pinprick.,"foreign-policy,military"
2,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue.",taxes
0,"Common welfare programs give income of $43,330 or $20.83 an hour.","children,economy,families,federal-budget,government-regulation,health-care,housing,hunger,income,medicaid,poverty,state-finances,welfare,women,workers"
0,Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.,"jobs,labor,unions"
2,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",health-care
0,A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,health-care
3,Says Donald Trump saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.,"candidates-biography,homeland-security,immigration"
2,"Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan.","deficit,federal-budget"
0,Says Jeb Bush appointed a guardian for the fetus of a rape survivor.,abortion
0,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.","county-budget,county-government,taxes"
2,"Eighty percent of those who have applied for licenses have no cancer, no Parkinsons disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana.","drugs,health-care,marijuana"
2,"Says Sen. John McCain told dreamers that hell support the Dream Act, then he voted against it.",immigration
1,The Pell bridge is a tourism bridge essentially and not a commuter bridge.,"economy,infrastructure,recreation,state-budget,state-finances,tourism"
3,Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.,"education,state-budget,state-finances"
1,Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.,"drugs,marijuana,welfare"
2,The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.,"county-government,food-safety,government-regulation,health-care"
1,"When Social Security, Medicare and Medicaid were created, Republicans stood on the sidelines","health-care,history,medicaid,medicare"
5,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.","diversity,guns"
2,"Under Republican economic policies, the typical American family saw their incomes fall by about 6 percent.","economy,families"
0,"Hillary interned with Bob Treuhaft, the head of the California Communist Party.",candidates-biography
1,"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it.","crime,guns"
2,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.,taxes
3,Says employers are still allowed to pay people with disabilities below the minimum wage.,"civil-rights,disability,income,jobs,market-regulation,workers"
1,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,"candidates-biography,ethics,message-machine"
2,"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junk-bond status.","city-budget,job-accomplishments"
3,"Says using E-Verify is a fair amount of cost, about $20 per person that does not match.",immigration
0,There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.,"nuclear,pundits,science"
0,Women in the United States are paid about 70 percent of what men earn for the same work.,"jobs,women"
4,"Wisconsin has created just under 100,000 jobs since he took office.","job-accomplishments,jobs"
3,"In New Jersey, Gov. Christie vetoed legislation to extend early voting.",elections
1,Were the most highly taxed nation in the world.,taxes
3,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.","environment,market-regulation"
5,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",debt
2,A new law requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.,"corrections-and-updates,food-safety,government-regulation"
1,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.","health-care,public-health"
2,"In Afghanistan ""the (military) leadership has proposed a new medal, an award for 'Courageous Restraint' ... for 'NOT FIRING BACK.' ""","afghanistan,military"
1,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.,guns
0,Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.,"city-budget,city-government,ethics"
1,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",federal-budget
1,Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.,economy
4,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending,"health-care,small-business,taxes"
2,"When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector.",jobs
3,Says former Sen. George Allen voted four times to raise his own pay.,voting-record
3,Eighty-seven percent of private insurance plans currently include (abortion) coverage.,"abortion,health-care"
3,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.","economy,federal-budget,government-efficiency,health-care,medicaid,poverty,public-health,market-regulation,state-budget,state-finances,states,taxes"
0,One estimate says there may be three times as much oil in the United States as there is in Saudi Arabia.,"energy,message-machine-2012"
3,Says he fought Obama at the Supreme Court and won.,supreme-court
1,"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen.","fake-news,pop-culture"
2,"There have been some estimates that if you deported everybody who is in Texas illegally, it would create an economic recession for the state.",immigration
0,Tim Kaine supported higher energy costs for families.,"cap-and-trade,climate-change,energy,message-machine-2012"
1,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",jobs
5,Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,"health-care,states"
1,Rick Scott has said that he would do away with the Department of Community Affairs.,state-budget
0,Oregons Umpqua Community College where the shooting occurred was a gun-free zone.,guns
2,"As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.","crime,guns"
5,Georgias CRCT set some of the lowest expectations for student proficiency in the nation.,education
5,"He's been endorsed by ""every major newspaper here in the state of Texas.""",elections
5,The House of Representatives does not have a prochoice majority.,abortion
2,Romney outsourced call center jobs to India.,"jobs,message-machine-2012"
5,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.","children,economy,families,poverty"
0,"Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.",medicare
0,"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.","economy,energy,history,jobs,workers"
4,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,"abortion,history,public-health,women"
4,Virginia state employees pay nothing toward their pensions.,"retirement,state-budget"
2,Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran.,"homeland-security,israel,nuclear,terrorism"
2,95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.,education
5,Florida is the largest dog-racing state in the country.,"animals,gambling,tourism"
2,Says Donald Trump is for a single-payer health care system.,health-care
4,Vows to keep Georgias race for governor civil and focused on the positive.,message-machine
5,We cut our deficits by more than half.,"deficit,economy,federal-budget"
2,"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.","health-care,medicaid"
0,Says Sen. Ted Cruz used to be in favor of birthright citizenship but is now against it.,immigration
3,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.","health-care,veterans"
3,"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.","jobs,occupy-wall-street,workers"
5,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,"climate-change,energy,environment,transportation"
2,An overwhelming majority of Republican and Democrat law enforcement leaders have endorsed Brad Schimel.,"criminal-justice,elections,job-accomplishments"
5,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",education
3,"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.","candidates-biography,health-care"
0,Most of the people who have signed up through the Obamacare exchanges already had insurance.,health-care
5,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,"education,taxes"
3,Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.,economy
1,Jeff Greene on why hewent Cuba.,"candidates-biography,ethics"
2,Says Hillary Clinton isunder investigation with the FBI right now.,"criminal-justice,debates"
1,"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits.","education,labor,state-budget"
3,"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.","retirement,state-budget"
3,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,"guns,health-care"
3,"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike.","economy,jobs,states"
2,Mitt Romneys companies were pioneers in outsourcing U.S. jobs to low-wage countries.,"candidates-biography,economy"
2,28 percent of Kentuckians dont have any online access.,"congress,campaign-advertising,states,technology"
0,We spent twice as much per capita for health care in this country as the next closest nation.,health-care
2,The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.,foreign-policy
5,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,economy
0,"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written.","energy,environment,pundits"
0,Says Hillary Clinton makes more per hour at a speaking gig than the average CEO does in a year.,"income,wealth,workers"
0,"Says Every time the Legislature suspended the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the states revenues.","state-budget,state-finances,taxes"
2,Cuba has a lower child mortality rate than ours. Their life expectancy is now greater than ours.,"children,foreign-policy,health-care,public-health"
4,Says Baltimore police are trained by Mossad and Shin Bet.,"israel,public-safety"
0,"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia.",economy
1,Says he never voted for a tax increase.,"debt,deficit,taxes"
2,"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.","federal-budget,taxes"
0,The Atlanta areas water planning district is now the national leader in conservation.,environment
3,"The state of Wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people.","legal-issues,state-budget"
3,Says Peyton Manning struggles in cold weather games.,sports
3,"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office.",debt
2,Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional,"economy,jobs,labor,state-budget"
5,Gov. Rick Scotts sale of the state planes was not proper.,"legal-issues,state-budget"
1,The health care law is job killing.,"economy,health-care"
3,Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.,criminal-justice
2,Onthe Iran nuclear deal,nuclear
4,Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,"military,patriotism"
3,"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.","Alcohol,city-government"
3,"Half of all Americans have less than $10,000 in their savings account.","families,income,pensions,poverty,wealth"
5,Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,elections
3,The United States is 50th in life expectancy in the world.,health-care
0,"Ebola is incredibly contagious, very transmissible and easy to catch.","ebola,public-health"
1,"In 2010, Betty Sutton voted to destroy Medicare.","health-care,job-accomplishments,medicare"
0,Travis County residents trusted me to take on Tom DeLay and we won.,"candidates-biography,crime,criminal-justice"
3,The turnout on May 14th was just 7 percent -- the lowest turnout in decades.,"city-government,elections"
0,Eric Cantor voted to fully fund Obamacare in October.,"health-care,voting-record"
2,On support for ethanol mandates,"agriculture,energy,gas-prices"
1,The fiscal cliff agreement was the largest tax increase in history.,"federal-budget,health-care,taxes"
5,On the mosque near ground zero.,religion
2,Latin Americas economy is almost as big as the economy of China.,"economy,foreign-policy"
1,"Obama ""has no experience or background at all in national security affairs.""",foreign-policy
0,Jim Marshall votes liberal in Washington ... and we arent fooled.,voting-record
4,Says its not accidental that the villain in the Batman movie is named Bane.,"pop-culture,pundits"
